date,price,volume
2017-08-17 08:53:00,4354.84,1e-06
2017-08-17 08:54:00,4341.31,4.228521
2017-08-17 08:55:00,4354.84,1.03038
2017-08-17 08:56:00,4322.23,0.479664
2017-08-17 08:57:00,4322.23,0.276626
2017-08-17 08:58:00,4322.23,0.082504
2017-08-17 08:59:00,4322.23,0.176221
2017-08-17 09:00:00,4322.23,0.586626
2017-08-17 09:01:00,4318.21,3.95531
2017-08-17 09:02:00,4318.21,0.252923
2017-08-17 09:03:00,4318.21,1e-06
2017-08-17 09:04:00,4318.21,1.558324
2017-08-17 09:05:00,4335.28,0.171771
2017-08-17 09:06:00,4335.28,0.083618
2017-08-17 09:07:00,4335.28,0.351204
2017-08-17 09:08:00,4335.28,0.289996
2017-08-17 09:09:00,4335.28,0.585057
2017-08-17 09:10:00,4337.29,0.040795
2017-08-17 09:11:00,4337.29,0.435826
2017-08-17 09:12:00,4337.29,2.649999
2017-08-17 09:13:00,4337.29,0.551516
2017-08-17 09:14:00,4337.29,0.569585
2017-08-17 09:15:00,4337.29,0.377992
2017-08-17 09:16:00,4337.29,0.279954
2017-08-17 09:17:00,4354.84,0.503106
2017-08-17 09:18:00,4354.84,0.128353
2017-08-17 09:19:00,4341.3,0.278779
2017-08-17 09:20:00,4328.15,0.64279
2017-08-17 09:21:00,4328.15,1e-06
2017-08-17 09:22:00,4315.11,0.005666
2017-08-17 09:23:00,4315.11,0.060504
2017-08-17 09:24:00,4315.11,5.99407
2017-08-17 09:25:00,4328.15,0.304711
2017-08-17 09:26:00,4328.15,0.2088
2017-08-17 09:27:00,4328.15,0.02377
2017-08-17 09:28:00,4328.15,0.809029
2017-08-17 09:29:00,4309.05,1.596581
2017-08-17 09:30:00,4309.05,2.358468
2017-08-17 09:31:00,4309.05,1e-06
2017-08-17 09:32:00,4307.17,0.423056
2017-08-17 09:33:00,4302.15,4.918278
2017-08-17 09:34:00,4253.82,13.137162
2017-08-17 09:35:00,4239.36,0.626514
2017-08-17 09:36:00,4289.24,0.753055
2017-08-17 09:37:00,4289.24,1.147606
2017-08-17 09:38:00,4282.43,0.188412
2017-08-17 09:39:00,4268.01,1.321616
2017-08-17 09:40:00,4268.01,1e-06
2017-08-17 09:41:00,4263.99,1.120763
2017-08-17 09:42:00,4253.56,0.096962
2017-08-17 09:43:00,4236.89,5.840977
2017-08-17 09:44:00,4231.87,0.354428
2017-08-17 09:45:00,4231.87,0.473725
2017-08-17 09:46:00,4231.87,1.300847
2017-08-17 09:47:00,4231.87,1.991197
2017-08-17 09:48:00,4231.87,0.67752
2017-08-17 09:49:00,4269.51,0.958052
2017-08-17 09:50:00,4282.43,0.488535
2017-08-17 09:51:00,4282.43,0.351355
2017-08-17 09:52:00,4282.43,0.746156
2017-08-17 09:53:00,4278.01,0.033859
2017-08-17 09:54:00,4278.01,0.806405
2017-08-17 09:55:00,4302.15,4.366899
2017-08-17 09:56:00,4302.15,1e-06
2017-08-17 09:57:00,4302.15,0.537551
2017-08-17 09:58:00,4302.45,0.243168
2017-08-17 09:59:00,4302.44,0.360289
2017-08-17 10:00:00,4302.45,0.883199
2017-08-17 10:01:00,4302.45,0.054225
2017-08-17 10:02:00,4287.69,0.177203
2017-08-17 10:03:00,4287.69,0.035636
2017-08-17 10:04:00,4287.69,0.3524
2017-08-17 10:05:00,4287.69,1e-06
2017-08-17 10:06:00,4287.69,0.03721
2017-08-17 10:07:00,4287.69,0.051423
